0	5723	-200	2	2	2	2	750000	750000	750000	750000
1	5449	625	2	2	2	2	750000	750000	750000	750000
2	5401	661	2	2	2	2	750000	750000	750000	750000
3	5452	771	2	2	2	2	750000	750000	750000	750000
4	5436	598	2	2	2	2	750000	750000	750000	750000
5	5825	-288	2	2	2	2	750000	750000	750000	750000
6	5167	280	2	2	2	2	750000	750000	750000	750000
7	5169	284	2	2	2	2	750000	750000	750000	750000
8	5513	-140	2	2	2	2	750000	750000	750000	750000
9	5397	655	2	2	2	2	750000	750000	750000	750000
10	5395	649	2	2	2	2	750000	750000	750000	750000
11	5168	307	2	2	2	2	750000	750000	750000	750000
12	5170	293	2	2	2	2	750000	750000	750000	750000
13	5171	300	2	2	2	2	750000	750000	750000	750000
14	5502	777	2	2	2	2	750000	750000	750000	750000
15	5514	720	2	2	2	2	750000	750000	750000	750000
16	5431	579	2	2	2	2	750000	750000	750000	750000
17	5327	138	2	2	2	2	750000	750000	750000	750000
18	5223	250	2	2	2	2	750000	750000	750000	750000
19	5261	442	2	2	2	2	750000	750000	750000	750000
20	5241	416	2	2	2	2	750000	750000	750000	750000
21	6055	282	2	2	2	2	1000000	1000000	1000000	1000000
22	6107	201	2	2	2	2	1000000	1000000	1000000	1000000
23	6082	343	2	2	2	2	1000000	1000000	1000000	1000000
24	6048	200	2	2	2	2	1000000	1000000	1000000	1000000
25	6119	226	2	2	2	2	1000000	1000000	1000000	1000000
26	5852	175	2	2	2	2	1000000	1000000	1000000	1000000
27	6151	224	2	2	2	2	1000000	1000000	1000000	1000000
28	5714	250	2	2	2	2	1000000	1000000	1000000	1000000
29	6052	303	2	2	2	2	1000000	1000000	1000000	1000000
30	5648	293	2	2	2	2	1000000	1000000	1000000	1000000
31	5837	193	2	2	2	2	1000000	1000000	1000000	1000000
32	5691	307	2	2	2	2	1000000	1000000	1000000	1000000
33	6064	299	2	2	2	2	1000000	1000000	1000000	1000000
34	6047	276	2	2	2	2	1000000	1000000	1000000	1000000
35	5707	243	2	2	2	2	1000000	1000000	1000000	1000000
36	6087	265	2	2	2	2	1000000	1000000	1000000	1000000
37	5830	192	2	2	2	2	1000000	1000000	1000000	1000000
38	5695	298	2	2	2	2	1000000	1000000	1000000	1000000
39	5829	203	2	2	2	2	1000000	1000000	1000000	1000000
40	5625	339	2	2	2	2	1000000	1000000	1000000	1000000
41	5655	325	2	2	2	2	1000000	1000000	1000000	1000000
42	5808	191	2	2	2	2	1000000	1000000	1000000	1000000
43	6118	186	2	2	2	2	1000000	1000000	1000000	1000000
44	5991	234	2	2	2	2	1000000	1000000	1000000	1000000
45	5918	241	2	2	2	2	1000000	1000000	1000000	1000000
46	5664	334	2	2	2	2	1000000	1000000	1000000	1000000
47	5643	320	2	2	2	2	1000000	1000000	1000000	1000000
48	5657	309	2	2	2	2	1000000	1000000	1000000	1000000
49	5989	208	2	2	2	2	1000000	1000000	1000000	1000000
50	5957	219	2	2	2	2	1000000	1000000	1000000	1000000
51	6136	336	2	2	2	2	1000000	1000000	1000000	1000000
52	5658	264	2	2	2	2	1000000	1000000	1000000	1000000
53	5663	300	2	2	2	2	1000000	1000000	1000000	1000000
54	5646	310	2	2	2	2	1000000	1000000	1000000	1000000
55	5633	324	2	2	2	2	1000000	1000000	1000000	1000000
56	5712	283	2	2	2	2	1000000	1000000	1000000	1000000
57	5618	342	2	2	2	2	1000000	1000000	1000000	1000000
58	5885	172	2	2	2	2	1000000	1000000	1000000	1000000
59	5858	165	2	2	2	2	1000000	1000000	1000000	1000000
60	5836	157	2	2	2	2	1000000	1000000	1000000	1000000
61	5894	222	2	2	2	2	1000000	1000000	1000000	1000000
62	5421	780	2	2	2	2	-1	750000	750000	750000
63	6015	-323	2	2	2	2	-1	750000	750000	750000
64	5739	58	2	2	2	2	-1	750000	750000	750000
65	5632	-164	2	2	2	2	-1	750000	750000	750000
66	5758	51	2	2	2	2	-1	750000	750000	750000
67	5290	412	2	2	2	2	-1	750000	750000	750000
68	5256	363	2	2	2	2	-1	750000	750000	750000
69	5230	364	2	2	2	2	-1	750000	750000	750000
70	5477	191	2	2	2	2	-1	750000	750000	750000
71	5498	168	2	2	2	2	-1	750000	750000	750000
72	5697	-188	2	2	2	2	-1	750000	750000	750000
73	5328	132	2	2	2	2	-1	750000	750000	750000
74	5190	219	2	2	2	2	-1	750000	750000	750000
75	5914	500	2	2	2	2	-1	750000	750000	750000
76	5722	58	2	2	2	2	-1	750000	750000	750000
77	5614	-302	2	2	2	2	-1	750000	750000	750000
78	5411	649	2	2	2	2	-1	750000	750000	750000
79	5271	426	2	2	2	2	-1	750000	750000	750000
80	5272	382	2	2	2	2	-1	750000	750000	750000
81	5264	371	2	2	2	2	-1	750000	750000	750000
82	6020	-110	0	0	0	0	0	0	0	0
83	5900	-300	0	0	0	0	0	0	0	0
84	5770	-420	0	0	0	0	0	0	0	0
85	5840	-310	1	1	1	1	0	0	0	0
86	5770	-300	1	1	1	1	0	0	0	0
87	5755	-180	1	1	1	1	0	0	0	0
88	5750	-180	0	0	0	0	0	0	0	0
89	5710	-210	0	0	0	0	0	0	0	0
90	5510	-150	1	1	1	1	0	0	0	0
91	5360	-10	0	0	0	0	0	0	0	0
92	5365	-10	1	1	1	1	0	0	0	0
93	5300	90	1	1	1	1	0	0	0	0
94	5250	180	1	1	1	1	0	0	0	0
95	5260	170	0	0	0	0	0	0	0	0
96	5205	114	1	1	1	1	0	0	0	0
97	5130	140	1	1	1	1	0	0	0	0
98	5150	370	0	0	0	0	0	0	0	0
99	5390	870	1	1	1	1	0	0	0	0
100	5550	850	0	0	0	0	0	0	0	0
101	5555	850	1	1	1	1	0	0	0	0
102	5810	800	0	0	0	0	0	0	0	0
103	5900	570	0	0	0	0	0	0	0	0
104	5250	460	0	0	0	0	0	0	0	0
105	6040	500	0	0	0	0	0	0	0	0
106	5600	500	4	4	1	1	0	0	0	0
107	5600	400	4	4	1	1	0	0	0	0
108	5300	300	4	4	1	1	0	0	0	0
109	5900	520	3	3	3	3	0	0	0	0
110	6040	380	3	3	3	3	0	0	0	0
111	5500	700	3	3	3	3	0	0	0	0
112	5450	600	3	3	3	3	0	0	0	0
